Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
HAPPY,100.955,352.682,248.227,298.136,460.955,317.227,692.773,319.955,902.773,292.682,1058.23,339.045,5.5,429.045,210.045,442.682,428.227,456.318,744.591,439.955,965.5,423.591,1186.41,399.045,531.864,423.591,657.318,418.136,439.136,726.318,621.864,729.045,796.409,701.773,346.409,952.682,638.227,876.318,897.318,906.318,635.5,911.773,632.773,1020.86,635.5,1110.86,654.591,1449.05,-1,-1,-1,-1
ANGER,131.389,291.357,285.53,268.615,518.005,306.519,755.533,291.357,955.159,266.088,1089.08,293.884,15.1512,346.949,232.465,364.637,459.886,374.745,778.276,372.218,1020.86,357.057,1217.96,341.895,576.123,364.637,704.995,359.583,487.682,698.188,672.146,677.973,828.814,688.081,429.563,958.459,669.619,849.802,884.405,925.609,669.619,907.921,669.619,925.609,669.619,1011.52,682.253,1347.6,-1,-1,-1,-1
DISGUST,110.773,304.955,247.916,262.565,459.864,292.487,699.24,270.045,878.773,225.162,1030.88,270.045,6.04545,372.279,198.045,374.773,422.461,369.786,739.136,352.331,953.578,332.383,1177.99,299.968,517.214,332.383,649.37,322.409,442.409,659.032,631.916,629.11,786.513,629.11,397.526,920.851,641.89,813.63,871.292,870.981,644.383,863.5,644.383,893.422,651.864,990.669,676.799,1324.8,-1,-1,-1,-1
SADNESS,105.786,345.357,272.929,293.929,488.929,322.214,715.214,309.357,931.214,291.357,1072.64,345.357,8.07143,417.357,203.5,427.643,427.214,440.5,753.786,432.786,990.357,417.357,1190.93,399.357,545.5,391.643,676.643,383.929,455.5,728.5,643.214,684.786,794.929,718.214,396.357,1006.21,643.214,893.071,861.786,965.071,645.786,931.643,645.786,947.071,643.214,1008.79,640.643,1371.36,-1,-1,-1,-1
HAPPY,98.8263,581.182,203.07,485.277,440.747,539.484,707.611,518.635,911.93,468.598,1007.83,510.296,-1,-1,198.901,647.898,444.916,647.898,686.763,635.389,953.627,610.37,-1,-1,511.633,639.558,640.895,631.219,419.898,960.63,586.688,985.649,757.649,939.781,328.163,1114.91,595.028,1139.93,853.553,1085.72,603.367,1177.46,607.537,1202.48,607.537,1256.68,611.707,1561.08,-1,-1,-1,-1
HAPPY,122.169,535.565,246.025,454.284,455.032,473.637,702.745,489.119,892.399,485.248,1027.87,558.788,-1,-1,199.579,601.363,447.291,593.622,710.486,605.234,954.327,636.198,-1,-1,513.09,643.939,609.853,651.68,412.457,849.076,551.795,887.781,725.968,868.428,300.212,1073.56,563.406,1042.6,830.471,1081.31,559.536,1069.69,559.536,1166.46,563.406,1228.38,540.183,1479.97,-1,-1,-1,-1
HAPPY,108.5,373.478,227.119,297.694,444.586,330.644,698.299,337.234,892.701,310.874,1034.38,380.068,-1,-1,164.514,429.493,424.817,439.378,704.888,442.673,965.191,439.378,-1,-1,517.076,495.392,625.809,492.097,395.162,706.27,556.615,742.514,731.248,702.975,273.248,900.673,550.025,884.198,830.097,917.147,553.32,906.991,558.263,1012.43,559.91,1050.32,553.32,1329.02,-1,-1,-1,-1
ANGER,155.795,331.594,293.766,341.219,467.032,363.68,707.68,363.68,890.572,334.802,1025.33,357.263,-1,-1,210.342,431.061,431.737,434.27,720.514,447.104,954.745,440.687,-1,-1,527.996,524.112,637.09,527.32,434.946,748.716,579.335,793.637,707.68,751.924,383.608,998.989,566.5,979.737,762.227,1002.2,569.709,1002.2,569.709,1015.03,572.917,1069.58,576.126,1307.02,-1,-1,-1,-1
SURPRISE,131.594,336.809,244.601,244.349,470.615,316.263,727.45,336.809,946.615,302.565,1056.2,408.723,-1,-1,220.629,415.572,450.068,453.241,727.45,477.212,967.162,473.788,-1,-1,539.104,525.155,645.263,525.155,443.219,771.716,580.198,819.658,706.903,788.838,371.306,1018.28,549.378,984.032,730.874,1031.97,549.378,1006.36,544.241,1071.43,537.392,1127.93,535.68,1371.0,-1,-1,-1,-1
DISGUST,164.989,347.083,319.09,312.838,500.586,340.234,747.147,319.687,938.917,302.565,1065.62,364.205,-1,-1,236.903,425.845,459.493,432.694,733.45,453.241,973.162,442.968,-1,-1,548.529,504.608,654.687,504.608,432.097,723.773,596.471,785.414,740.299,734.047,384.155,980.608,579.349,894.996,757.421,987.457,572.5,918.968,572.5,1011.43,572.5,1066.22,569.076,1323.05,-1,-1,-1,-1
FEAR,115.759,329.558,242.579,267.773,414.924,241.759,671.817,235.255,844.162,287.284,977.486,345.817,-1,-1,187.299,397.845,424.68,404.349,688.076,410.853,905.946,414.104,-1,-1,492.968,462.881,600.277,466.133,408.421,684.004,544.996,716.522,678.32,690.507,349.888,911.629,538.493,885.615,730.349,914.881,528.737,914.881,541.745,966.91,544.996,1022.19,544.996,1285.59,-1,-1,-1,-1
SADNESS,150.924,318.385,283.658,266.586,481.14,250.399,723.946,237.45,911.716,266.586,1063.87,350.759,-1,-1,228.622,392.845,445.529,405.795,730.421,405.795,973.227,409.032,-1,-1,542.651,447.881,643.011,447.881,439.054,706.874,584.737,755.435,733.658,716.586,387.255,930.255,575.025,910.831,782.219,930.255,578.263,927.018,578.263,939.968,578.263,978.817,587.975,1273.42,-1,-1,-1,-1
SURPRISE,86.795,433.054,200.982,272.478,443.629,301.025,700.55,329.572,943.198,272.478,1085.93,450.896,-1,-1,193.845,486.579,447.198,483.011,711.255,479.442,961.04,490.147,-1,-1,511.428,511.558,622.047,515.126,432.924,747.068,586.363,736.363,729.097,750.637,382.968,1089.63,579.227,996.853,771.917,1082.49,575.658,1036.1,572.09,1118.18,568.522,1182.41,557.817,1439.33,-1,-1,-1,-1
ANGER,69.8237,441.91,217.881,367.881,425.867,427.809,690.255,452.486,908.817,413.709,1067.45,470.112,-1,-1,172.054,505.363,432.917,526.514,683.205,522.989,947.594,522.989,-1,-1,492.845,604.068,612.701,611.119,404.716,815.579,559.824,829.68,700.831,812.054,383.565,1083.49,545.723,1058.82,736.083,1083.49,549.248,1090.54,563.349,1094.07,559.824,1143.42,563.349,1383.13,-1,-1,-1,-1
HAPPY,49.5504,494.241,178.917,364.874,416.673,392.845,675.406,385.853,937.637,357.881,1074.0,494.241,-1,-1,164.932,532.701,420.169,518.716,682.399,518.716,951.622,515.219,-1,-1,497.09,581.651,598.486,574.658,392.198,780.946,560.025,770.457,713.867,777.45,301.291,1001.22,563.522,987.234,843.234,990.73,556.529,1025.69,553.032,1085.13,560.025,1130.59,539.047,1427.78,-1,-1,-1,-1
DISGUST,63.1115,472.342,210.982,358.86,431.068,396.687,678.665,410.442,902.191,379.493,1060.38,492.975,-1,-1,159.399,506.73,417.313,499.853,675.227,513.608,915.946,513.608,-1,-1,492.968,561.752,589.255,558.313,396.68,757.766,551.428,757.766,706.176,754.327,317.586,1012.24,544.55,964.097,764.637,1029.44,547.989,1001.92,544.55,1060.38,544.55,1098.21,544.55,1338.93,-1,-1,-1,-1
FEAR,67.8813,461.817,199.45,319.284,433.349,352.176,674.558,366.795,919.421,319.284,1076.57,476.435,-1,-1,184.831,494.709,426.04,494.709,689.176,487.399,959.622,502.018,-1,-1,513.752,531.255,608.773,531.255,407.766,746.881,553.953,739.572,703.795,754.191,367.565,1079.46,550.299,999.054,765.924,1072.15,557.608,1039.26,557.608,1064.84,553.953,1105.04,553.953,1379.14,-1,-1,-1,-1
SADNESS,52.1978,487.737,186.155,374.932,404.716,381.982,647.953,389.032,898.241,364.356,1053.35,473.637,-1,-1,161.478,522.989,390.615,512.414,665.579,505.363,915.867,508.888,-1,-1,475.322,551.237,584.5,543.439,385.641,792.988,529.911,738.399,681.98,773.492,354.447,1093.23,541.609,1023.04,748.267,1085.43,545.508,1054.23,549.407,1085.43,549.407,1124.42,553.306,1397.36,-1,-1,-1,-1
HAPPY,75.9642,452.882,236.229,402.272,442.887,448.664,704.373,465.534,978.511,360.097,1100.82,440.229,-1,-1,164.532,549.885,438.67,579.407,712.808,579.407,1008.03,537.232,-1,-1,531.455,592.06,645.328,583.625,438.67,925.243,590.5,870.415,754.983,933.678,307.927,1098.16,611.588,1115.03,881.508,1081.29,594.718,1157.21,586.282,1241.56,582.065,1313.25,590.5,1574.74,-1,-1,-1,-1
ANGER,98.2374,434.062,284.19,381.511,482.269,458.317,720.773,470.444,943.107,357.256,1100.76,373.426,-1,-1,203.341,498.741,466.099,535.123,761.198,527.038,1019.91,466.402,-1,-1,563.118,567.463,676.306,559.378,490.354,931.282,648.009,862.561,777.367,931.282,429.718,1185.96,631.84,1141.49,833.962,1153.62,619.712,1190.0,619.712,1210.21,623.755,1282.97,623.755,1485.1,-1,-1,-1,-1
FEAR,67.2268,365.572,181.752,238.776,435.344,324.67,701.206,312.399,926.166,206.054,1044.78,361.481,-1,-1,169.481,500.548,427.163,525.089,709.386,529.179,962.977,463.736,-1,-1,521.237,529.179,631.672,525.089,451.704,872.755,586.68,807.312,733.927,864.574,386.261,1138.62,578.5,1060.9,791.19,1126.35,582.59,1109.99,582.59,1183.61,582.59,1298.13,586.68,1527.18,-1,-1,-1,-1
SADNESS,80.0464,476.007,239.564,414.654,448.163,422.834,709.935,418.744,914.444,373.752,1086.23,418.744,-1,-1,182.301,557.81,452.253,557.81,734.476,557.81,1004.43,516.908,-1,-1,562.688,561.901,685.394,549.63,476.794,942.288,636.312,860.484,783.558,946.378,407.261,1183.61,640.402,1126.35,889.903,1167.25,640.402,1171.34,636.312,1212.24,644.492,1289.95,644.492,1523.09,-1,-1,-1,-1
SURPRISE,84.439,358.664,194.015,265.322,433.458,391.131,689.134,387.073,940.752,277.497,1058.44,374.898,-1,-1,161.548,472.298,433.458,537.232,701.309,516.94,973.219,488.532,-1,-1,530.858,549.407,648.55,545.349,449.691,898.426,595.792,833.492,725.659,910.601,372.582,1133.81,567.383,1093.23,774.359,1145.99,567.383,1141.93,563.325,1219.04,559.267,1324.55,563.325,1531.53,-1,-1,-1,-1
DISGUST,108.025,392.221,277.744,356.699,471.145,404.062,739.537,411.956,964.513,329.07,1114.5,364.593,-1,-1,194.858,486.948,459.304,522.471,755.325,502.736,1027.66,459.32,-1,-1,561.924,542.206,696.121,542.206,486.932,897.431,648.757,873.749,790.847,913.219,384.312,1067.15,632.969,1075.04,865.84,1051.36,632.969,1118.46,625.076,1173.72,629.023,1252.66,632.969,1461.84,-1,-1,-1,-1
SURPRISE,88.205,443.615,204.061,310.205,425.241,369.888,653.442,390.953,867.601,362.867,941.327,492.766,-1,-1,179.486,503.299,407.687,524.363,649.932,531.385,860.579,538.406,-1,-1,495.457,580.536,576.205,580.536,411.198,822.781,541.097,763.097,649.932,833.313,344.493,1082.58,530.565,984.277,709.615,1086.09,530.565,1033.43,530.565,1184.39,530.565,1258.12,520.032,1437.17,-1,-1,-1,-1
SADNESS,93.7086,456.514,216.687,353.478,429.406,356.802,618.86,356.802,834.903,373.421,941.263,473.133,-1,-1,180.126,516.342,402.817,522.989,642.126,526.313,858.169,526.313,-1,-1,489.234,589.464,575.651,589.464,416.112,835.421,539.09,752.327,648.773,835.421,329.694,1078.05,535.766,988.313,741.838,1071.41,545.737,1048.14,549.061,1071.41,545.737,1151.18,539.09,1333.98,-1,-1,-1,-1
DISGUST,105.291,445.335,235.939,370.212,441.709,419.205,627.881,412.673,827.119,399.608,938.169,468.198,-1,-1,196.745,513.924,415.579,536.788,647.478,533.522,856.514,530.255,-1,-1,490.701,611.91,582.155,611.91,405.781,837.277,536.428,834.011,647.478,853.608,281.665,1029.98,533.162,997.32,755.263,1000.59,533.162,1046.31,526.629,1114.9,526.629,1186.76,523.363,1343.54,-1,-1,-1,-1
ANGER,78.1547,449.263,236.313,380.068,447.191,426.198,628.414,429.493,816.227,403.133,941.435,452.558,-1,-1,180.299,518.457,401.061,538.227,644.888,538.227,868.946,548.112,-1,-1,480.14,614.011,578.989,614.011,407.651,861.133,529.565,795.234,635.004,854.543,361.522,1075.31,529.565,1055.54,707.493,1062.13,536.155,1068.72,536.155,1081.9,539.45,1121.44,526.27,1338.9,-1,-1,-1,-1
HAPPY,87.536,479.284,212.112,368.176,427.594,415.313,649.809,425.414,861.924,388.378,962.932,509.586,-1,-1,178.442,533.155,414.126,546.622,666.644,553.356,882.126,556.723,-1,-1,498.299,610.594,599.306,610.594,397.291,826.076,542.068,799.14,673.378,832.809,299.651,1041.56,542.068,970.853,760.917,1044.92,538.701,1017.99,542.068,1115.63,535.335,1176.23,535.335,1378.25,-1,-1,-1,-1
FEAR,85.205,460.507,199.162,339.644,427.076,394.896,634.27,412.162,855.277,374.176,951.968,515.759,-1,-1,178.442,512.306,402.903,536.478,644.629,543.385,865.637,553.745,-1,-1,485.781,605.543,568.658,605.543,385.637,833.457,527.219,778.205,651.536,843.817,313.119,1061.37,509.953,978.493,724.054,1057.92,513.406,1030.29,516.86,1171.87,513.406,1227.13,513.406,1413.6,-1,-1,-1,-1
DISGUST,87.0968,398.389,193.712,346.919,399.59,398.389,605.468,394.712,756.2,324.861,866.492,365.301,-1,-1,149.595,505.004,388.561,508.68,612.821,501.328,837.081,479.269,-1,-1,458.412,556.473,546.646,552.797,395.914,802.792,524.588,736.617,638.556,788.086,340.768,1030.73,524.588,905.731,697.378,1001.32,524.588,953.524,528.264,1034.4,528.264,1118.96,513.558,1372.63,-1,-1,-1,-1
SADNESS,131.42,339.678,248.842,294.781,476.779,318.956,649.458,305.142,825.59,274.06,925.744,332.771,-1,-1,186.678,443.285,421.521,457.099,652.911,460.553,873.94,460.553,-1,-1,528.582,474.367,590.747,474.367,442.243,761.015,576.932,716.118,666.725,774.829,366.264,968.229,545.85,912.972,697.808,968.229,538.943,964.776,538.943,982.044,538.943,1037.3,528.582,1285.96,-1,-1,-1,-1
HAPPY,90.4788,418.529,187.593,364.577,410.595,396.948,579.646,386.158,773.874,332.206,892.569,368.174,-1,-1,151.625,533.627,389.015,519.24,612.017,504.853,845.81,468.885,-1,-1,457.354,580.386,540.081,569.595,392.611,792.598,536.484,749.436,669.566,771.017,306.288,947.261,543.678,904.099,777.471,925.68,540.081,947.261,554.468,1076.75,561.662,1137.89,565.259,1324.93,-1,-1,-1,-1
ANGER,104.731,358.736,238.8,355.298,462.248,410.301,637.569,403.426,823.203,341.548,922.895,358.736,-1,-1,156.296,458.428,403.808,479.054,637.569,489.367,867.893,468.741,-1,-1,496.625,516.869,586.004,520.306,424.434,812.508,548.19,754.068,637.569,815.946,359.118,991.267,524.126,956.89,678.821,991.267,524.126,1001.58,524.126,1022.21,524.126,1087.52,524.126,1286.91,-1,-1,-1,-1
SURPRISE,95.0623,368.094,217.29,322.259,457.927,394.832,652.728,391.012,870.447,318.439,965.938,387.192,-1,-1,148.537,490.322,423.55,524.699,652.728,528.519,901.004,513.24,-1,-1,503.763,547.617,583.975,551.436,404.452,860.826,553.418,811.171,671.826,864.646,339.519,1078.55,541.959,994.513,713.842,1093.82,530.5,1044.17,526.68,1158.76,526.68,1265.71,526.68,1422.31,-1,-1,-1,-1
FEAR,101.365,418.609,237.725,350.428,474.351,366.471,658.84,358.45,843.328,342.407,951.614,406.577,-1,-1,181.577,522.885,430.235,534.916,654.829,538.927,895.466,522.885,-1,-1,510.447,518.874,594.67,518.874,438.256,847.744,570.606,775.553,686.914,847.744,390.129,1108.43,554.564,988.115,727.02,1120.47,558.574,1052.29,566.595,1184.64,566.595,1272.87,570.606,1501.47,-1,-1,-1,-1
SADNESS,91.3223,614.102,220.712,489.025,475.179,523.529,643.386,510.59,860.442,508.356,985.219,594.14,-1,-1,181.895,678.797,436.362,657.232,677.89,670.171,936.67,683.11,-1,-1,513.406,695.522,606.989,699.421,432.049,972.081,560.198,952.874,686.516,950.516,363.041,1226.55,570.065,1161.85,746.898,1222.23,565.752,1192.04,565.752,1209.3,565.752,1243.8,544.187,1524.14,-1,-1,-1,-1
DISGUST,79.0517,338.914,184.569,258.017,402.638,335.397,610.155,321.328,785.191,233.219,972.431,296.707,-1,-1,152.914,409.259,399.121,391.672,641.81,360.017,926.707,356.5,-1,-1,472.983,458.5,550.362,447.948,406.155,715.259,527.622,745.176,666.431,669.534,381.534,926.293,553.879,866.5,740.293,877.052,560.914,887.603,560.914,912.224,560.914,954.431,571.466,1274.5,-1,-1,-1,-1
ANGER,111.511,368.174,260.076,274.277,481.983,332.206,683.405,332.206,913.601,249.479,1032.3,350.19,-1,-1,179.85,414.932,463.999,393.351,701.389,386.158,968.968,381.586,-1,-1,546.725,454.497,625.855,447.304,460.402,702.678,589.887,756.63,733.76,677.5,413.643,940.068,600.678,878.922,784.115,922.084,604.275,904.099,604.275,922.084,600.678,943.664,604.275,1270.97,-1,-1,-1,-1
HAPPY,110.588,614.484,234.32,491.263,483.212,531.406,724.076,535.421,936.838,511.335,1041.21,619.723,-1,-1,208.275,676.649,470.253,667.768,710.031,667.768,963.129,676.649,-1,-1,554.619,734.373,647.866,729.932,465.813,974.15,595.615,952.917,741.113,951.948,332.603,1160.64,590.142,1156.2,834.359,1156.2,590.142,1173.96,585.702,1267.21,585.702,1302.73,567.94,1613.56,-1,-1,-1,-1
SURPRISE,92.508,569.699,227.788,450.313,490.529,502.617,696.248,493.672,923.212,426.054,1031.66,511.561,-1,-1,186.423,632.309,463.696,641.253,705.192,627.837,969.049,623.365,-1,-1,557.611,681.503,633.638,677.031,477.113,967.72,603.802,951.665,732.025,954.304,383.198,1186.86,620.221,1164.49,812.524,1168.97,615.749,1186.86,611.277,1285.24,611.277,1334.44,593.389,1620.65,-1,-1,-1,-1
FEAR,141.749,530.739,224.54,378.956,491.309,461.747,712.084,475.545,952.061,413.248,1057.04,530.739,-1,-1,201.542,622.728,468.312,641.126,721.282,650.325,992.651,659.524,-1,-1,569.5,682.521,638.492,682.521,454.513,967.688,594.45,933.032,744.28,958.489,399.32,1248.26,601.696,1197.66,785.675,1225.26,597.097,1216.06,583.298,1344.84,578.699,1400.04,560.301,1676.01,-1,-1,-1,-1
HAPPY,140.19,415.975,261.574,336.447,429.001,349.004,667.585,349.004,881.054,332.261,960.582,432.718,-1,-1,207.16,487.131,445.744,466.203,671.771,470.389,914.54,474.574,-1,-1,516.901,445.275,604.8,436.903,387.145,704.786,571.314,746.643,738.741,704.786,315.988,960.113,567.129,905.699,835.012,939.184,579.686,943.37,592.243,1114.98,592.243,1198.7,608.985,1500.06,-1,-1,-1,-1
SURPRISE,108.236,347.012,195.32,268.313,417.505,297.13,696.844,287.153,916.325,227.295,1019.42,303.781,-1,-1,208.845,427.234,457.41,440.125,692.371,433.996,932.442,413.709,-1,-1,523.92,456.752,630.335,456.752,440.783,722.79,597.08,669.583,736.75,712.814,357.646,992.153,603.731,895.715,806.585,985.502,600.406,948.922,600.406,1015.43,590.429,1095.24,590.429,1308.07,-1,-1,-1,-1
DISGUST,136.708,341.811,241.701,279.644,445.442,344.162,717.097,337.371,917.442,286.435,1018.37,338.472,-1,-1,217.932,429.054,455.629,442.637,706.91,442.637,941.212,446.032,-1,-1,527.443,455.358,640.991,452.019,443.953,689.132,614.274,692.472,744.519,709.17,367.142,956.302,590.896,852.774,807.972,952.962,590.896,916.226,584.217,996.377,570.858,1076.53,574.198,1240.17,-1,-1,-1,-1
SADNESS,120.42,328.757,230.615,259.162,460.92,286.998,698.627,277.361,909.982,262.428,1026.28,348.031,-1,-1,214.284,425.737,455.982,448.601,700.946,451.867,942.644,455.133,-1,-1,528.377,470.097,634.382,473.309,435.222,720.653,586.198,672.469,724.325,727.078,338.854,980.847,582.986,910.177,794.995,1003.33,579.774,971.21,576.561,990.483,573.349,1054.73,566.925,1241.04,-1,-1,-1,-1
FEAR,104.019,343.467,193.644,270.824,406.939,292.781,657.874,280.234,858.622,248.867,989.387,312.618,-1,-1,190.507,427.658,435.169,446.478,676.694,440.205,911.946,427.658,-1,-1,508.142,439.099,597.604,432.929,412.509,722.91,557.5,670.467,708.66,722.91,335.387,994.382,560.585,908.005,782.698,991.297,569.84,954.278,566.755,991.297,563.67,1062.25,582.179,1238.09,-1,-1,-1,-1
HAPPY,97.7783,357.583,188.637,280.917,416.769,310.672,666.958,313.8,878.665,265.018,993.14,322.255,-1,-1,194.996,430.371,423.946,430.371,687.874,430.371,913.644,417.651,-1,-1,501.208,445.149,608.378,449.45,410.514,679.7,573.137,670.318,729.505,682.828,293.572,875.55,576.264,851.705,835.835,886.106,570.009,895.488,554.373,1008.07,557.5,1067.49,570.009,1277.03,-1,-1,-1,-1
ANGER,113.259,329.606,207.838,267.09,435.759,305.267,663.943,296.139,876.915,265.715,1010.78,341.776,-1,-1,192.371,415.579,430.572,434.14,681.147,440.327,925.536,440.327,-1,-1,505.736,448.262,600.052,448.262,411.42,715.998,557.458,661.233,703.495,719.04,347.528,968.521,551.373,895.502,743.047,977.649,554.415,959.394,548.33,977.649,551.373,1041.54,551.373,1230.17,-1,-1,-1,-1
SURPRISE,111.274,431.183,273.329,344.567,477.296,414.418,703.615,406.036,901.994,341.773,1064.05,417.212,19.0696,475.888,192.301,545.739,443.767,565.298,739.938,556.916,980.227,526.181,1131.11,495.446,530.383,534.563,661.704,531.769,454.943,861.468,608.617,794.411,751.114,847.498,418.621,1149.26,614.205,1031.91,784.643,1121.32,614.205,1079.41,611.411,1191.17,611.411,1277.78,622.587,1481.75,-1,-1,-1,-1
ANGER,103.209,423.407,266.734,383.155,442.838,420.891,649.131,408.313,837.814,360.513,983.728,375.608,2.57792,466.175,193.776,508.943,412.648,524.038,691.899,513.975,920.834,478.754,1081.84,425.923,498.185,483.786,611.394,478.754,420.196,820.899,576.173,770.583,714.541,805.804,372.396,1037.26,571.142,989.455,762.34,997.003,578.689,1022.16,578.689,1039.77,578.689,1080.02,603.847,1321.54,-1,-1,-1,-1
HAPPY,126.669,449.667,292.309,372.19,490.008,430.966,685.036,422.951,898.765,350.817,1056.39,404.25,22.4759,500.428,222.847,535.159,449.934,548.517,741.14,537.83,962.884,508.442,1131.2,468.368,527.411,505.771,663.663,500.428,449.934,818.35,620.917,778.276,767.856,799.648,367.114,1034.75,615.574,978.647,856.019,1002.69,626.261,1018.72,639.619,1101.54,647.634,1173.67,685.036,1411.45,-1,-1,-1,-1
SADNESS,103.865,427.994,257.55,375.897,458.122,407.155,658.693,404.55,854.055,355.058,1012.95,383.712,2.27737,459.251,192.429,516.558,416.444,526.977,697.765,513.953,919.175,493.114,1093.7,433.203,494.589,490.509,622.225,485.3,416.444,816.112,577.943,771.83,723.814,797.878,372.162,1032.31,583.153,964.587,783.724,1001.05,588.363,1003.66,588.363,1021.89,588.363,1079.2,598.782,1350.1,-1,-1,-1,-1
FEAR,103.33,446.468,242.89,374.802,465.431,442.696,676.656,435.153,918.057,340.855,1034.99,389.89,54.2958,521.906,193.855,518.134,439.028,540.765,725.691,514.362,978.407,487.959,1099.11,465.328,525.781,495.503,642.71,487.959,454.115,846.288,623.85,823.656,755.866,827.428,420.168,1095.23,604.991,1012.25,801.129,1068.83,616.306,1057.51,627.622,1114.09,638.938,1204.62,638.938,1400.75,-1,-1,-1,-1
DISGUST,93.8414,407.155,260.55,365.478,458.517,417.574,638.25,401.945,864.869,349.849,1008.13,381.107,5.27737,451.437,192.825,503.533,414.235,526.977,695.556,511.348,916.966,480.09,1091.49,409.76,489.775,493.114,612.201,493.114,411.63,808.298,567.919,779.645,716.394,792.669,380.372,1045.34,565.314,959.378,768.491,1021.89,586.153,1003.66,588.758,1045.34,588.758,1123.48,596.572,1350.1,-1,-1,-1,-1
HAPPY,105.98,459.606,222.415,346.927,455.285,429.558,706.935,395.755,947.317,343.171,1033.7,422.046,-1,-1,188.611,542.237,459.041,538.481,703.179,512.19,981.121,504.678,-1,-1,537.916,512.19,650.595,512.19,444.017,801.399,620.548,902.81,774.542,793.887,364.614,995.757,620.843,1001.36,865.271,964.271,623.371,1015.81,623.371,1049.52,621.686,1083.54,650.595,1330.99,-1,-1,-1,-1
HAPPY,85.5432,386.14,201.054,321.968,419.241,347.637,647.054,331.594,823.529,277.047,945.457,325.176,-1,-1,175.385,443.896,416.032,443.896,650.263,434.27,871.658,411.809,-1,-1,496.248,501.651,595.716,498.442,399.989,723.047,547.586,745.507,695.183,703.795,319.773,925.191,557.212,880.27,797.86,873.853,557.212,915.565,566.838,1008.62,570.047,1063.16,573.255,1290.97,-1,-1,-1,-1
HAPPY,68.3966,502.736,178.911,455.373,403.887,479.054,652.545,467.214,861.733,415.903,1003.82,467.214,-1,-1,186.805,605.357,435.463,601.41,680.174,577.728,920.938,569.834,-1,-1,494.667,569.834,613.076,561.94,419.675,881.643,557.818,854.015,735.431,869.802,329.957,1060.59,581.5,1043.47,857.843,1025.16,574.414,1078.3,574.414,1145.61,574.414,1188.13,601.235,1450.0,-1,-1,-1,-1
HAPPY,96.0844,451.977,236.288,388.248,401.984,457.075,628.86,446.878,799.654,395.895,919.465,469.821,4.31447,513.157,175.109,551.394,384.14,579.435,618.663,576.886,837.891,553.943,1006.14,528.452,447.869,556.493,560.032,553.943,363.747,826.704,488.656,839.45,626.311,836.901,266.878,979.654,496.303,974.556,712.982,984.752,496.303,1012.79,493.754,1079.07,491.205,1150.45,493.754,1359.48,-1,-1,-1,-1
ANGER,119.032,442.097,248.695,407.188,405.786,444.591,652.643,442.097,822.201,399.708,936.903,447.084,11.8117,504.435,191.344,536.851,400.799,559.292,645.162,554.305,852.123,529.37,1026.67,499.448,460.643,556.799,577.838,556.799,390.825,843.552,515.5,865.994,640.175,843.552,360.903,1028.07,522.981,1005.63,685.058,1028.07,522.981,1030.56,525.474,1045.53,522.981,1100.38,522.981,1312.33,-1,-1,-1,-1
DISGUST,94.91,422.339,225.93,369.93,397.448,424.721,621.374,412.81,790.509,362.784,902.472,408.045,2.00464,460.454,171.14,500.951,378.391,527.155,611.845,522.391,831.006,496.186,990.613,455.689,440.327,522.391,554.673,524.773,366.48,784.431,495.118,846.368,623.756,786.814,290.25,972.624,497.5,922.598,678.546,975.006,497.5,955.949,497.5,1034.56,497.5,1096.5,492.736,1260.87,-1,-1,-1,-1
SURPRISE,86.038,416.583,207.418,344.272,385.615,403.671,628.376,388.175,791.077,344.272,894.379,434.661,3.3961,488.895,163.515,532.799,370.12,556.042,605.133,550.877,822.068,527.634,977.021,506.973,434.684,525.051,543.151,525.051,364.955,806.55,478.587,770.394,597.385,803.968,313.303,1046.73,481.17,953.756,638.706,1038.98,481.17,984.747,481.17,1082.88,481.17,1160.36,481.17,1374.71,-1,-1,-1,-1
FEAR,112.159,479.639,250.114,436.359,407.005,466.114,623.405,460.704,799.231,422.834,910.136,482.344,3.95826,558.084,177.079,571.609,388.07,595.955,623.405,590.545,839.806,563.494,1010.22,547.264,469.22,568.904,561.19,568.904,385.365,861.045,507.09,863.75,628.815,863.75,323.149,1082.86,509.795,1007.12,677.506,1077.45,509.795,1042.28,507.09,1193.76,504.385,1261.39,498.975,1442.62,-1,-1,-1,-1
