Label,Outer left eyebrow-x,Outer left eyebrow-y,Outer left eyebrow-z,Middle left eyebrow-x,Middle left eyebrow-y,Middle left eyebrow-z,Inner left eyebrow-x,Inner left eyebrow-y,Inner left eyebrow-z,Inner right eyebrow-x,Inner right eyebrow-y,Inner right eyebrow-z,Middle right eyebrow-x,Middle right eyebrow-y,Middle right eyebrow-z,Outer right eyebrow-x,Outer right eyebrow-y,Outer right eyebrow-z,Left temple-x,Left temple-y,Left temple-z,Outer left eye corner-x,Outer left eye corner-y,Outer left eye corner-z,Inner left eye corner-x,Inner left eye corner-y,Inner left eye corner-z,Inner right eye corner-x,Inner right eye corner-y,Inner right eye corner-z,Outer right eye corner-x,Outer right eye corner-y,Outer right eye corner-z,Right temple-x,Right temple-y,Right temple-z,Nose saddle left-x,Nose saddle left-y,Nose saddle left-z,Nose saddle right-x,Nose saddle right-y,Nose saddle right-z,Left nose peak-x,Left nose peak-y,Left nose peak-z,Nose tip-x,Nose tip-y,Nose tip-z,Right nose peak-x,Right nose peak-y,Right nose peak-z,Left mouth corner-x,Left mouth corner-y,Left mouth corner-z,Upper lip outer middle-x,Upper lip outer middle-y,Upper lip outer middle-z,Right mouth corner-x,Right mouth corner-y,Right mouth corner-z,Upper lip inner middle-x,Upper lip inner middle-y,Upper lip inner middle-z,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip inner middle-z,Lower lip outer middle-x,Lower lip outer middle-y,Lower lip outer middle-z,Chin middle-x,Chin middle-y,Chin middle-z,Left ear lobe-x,Left ear lobe-y,Left ear lobe-z,Right ear lobe-x,Right ear lobe-y,Right ear lobe-z
ANGER,-54.295,7.253,-68.568,-35.324,12.874,-44.525,-13.541,5.974,-42.536,16.42,6.664,-39.599,42.419,10.794,-43.157,57.978,8.427,-62.031,NaN,NaN,NaN,-46.226,-2.826,-61.691,-13.551,-6.19,-57.322,19.037,-6.671,-54.696,53.353,-4.392,-63.887,NaN,NaN,NaN,-2.333,-14.312,-34.901,8.608,-14.191,-31.85,-17.182,-41.138,-39.548,0.204,-43.388,-15.418,19.056,-44.68,-31.25,-22.689,-72.519,-54.31,-0.004,-66.925,-37.96,27.953,-74.793,-54.09,0.001,-71.021,-40.879,0.01,-73.394,-41.299,-0.702,-78.781,-40.477,-1.754,-108.669,-48.782,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-53.589,-3.776,-84.906,-37.662,4.534,-60.548,-14.012,-1.184,-65.034,16.404,4.552,-58.738,38.52,13.446,-61.353,59.197,10.978,-83.544,NaN,NaN,NaN,-47.928,-14.253,-84.386,-11.602,-13.089,-71.909,21.265,-8.292,-70.891,55.193,-1.937,-82.891,NaN,NaN,NaN,-1.765,-19.294,-54.055,10.846,-18.485,-49.675,-11.071,-44.676,-53.502,7.686,-49.287,-34.916,25.977,-44.524,-58.032,-15.14,-78.48,-77.426,10.504,-69.264,-60.779,37.789,-76.509,-76.757,10.463,-72.669,-64.385,10.475,-75.862,-64.611,10.549,-84.468,-61.298,12.987,-115.205,-67.767,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-51.526,12.479,-89.733,-33.289,19.0,-66.365,-7.002,19.01,-64.427,15.205,22.255,-62.73,37.405,19.986,-62.08,59.823,16.118,-86.743,NaN,NaN,NaN,-44.898,-0.3,-85.638,-12.704,-1.048,-79.3,20.953,-0.873,-74.91,54.122,2.342,-85.684,NaN,NaN,NaN,-1.329,-6.318,-60.679,11.34,-6.953,-52.575,-13.908,-35.718,-56.553,3.48,-34.946,-35.383,23.338,-36.976,-53.159,-17.082,-72.493,-75.64,3.582,-59.448,-56.132,29.381,-73.763,-75.771,3.648,-63.753,-66.056,4.592,-77.37,-65.413,6.246,-83.783,-65.767,4.759,-115.347,-72.956,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-54.822,15.242,-102.162,-36.368,24.793,-78.295,-7.246,19.247,-75.076,21.424,17.788,-77.556,50.491,22.672,-83.098,62.319,15.47,-96.804,NaN,NaN,NaN,-45.416,6.398,-92.535,-11.286,2.354,-89.361,22.346,2.517,-88.62,57.567,6.399,-99.615,NaN,NaN,NaN,0.682,-5.451,-72.89,11.934,-5.352,-64.755,-15.883,-31.907,-76.671,6.382,-35.877,-50.847,25.582,-33.288,-69.548,-30.127,-53.49,-106.045,3.23,-53.677,-78.375,38.41,-54.068,-106.587,4.092,-56.158,-79.041,4.103,-66.981,-85.919,4.181,-73.304,-84.635,2.077,-101.695,-86.169,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-57.136,-1.387,-88.106,-37.926,4.545,-60.079,-11.797,0.412,-59.255,15.376,1.317,-59.828,39.953,6.26,-62.081,57.267,3.74,-80.786,NaN,NaN,NaN,-46.487,-11.691,-79.078,-15.09,-14.68,-73.433,19.486,-13.16,-73.566,53.434,-8.528,-86.544,NaN,NaN,NaN,-2.071,-22.431,-54.225,8.957,-22.331,-50.529,-15.316,-48.819,-58.336,3.475,-53.179,-35.326,21.713,-51.522,-53.312,-21.829,-78.263,-73.288,3.742,-72.231,-54.564,34.238,-77.988,-74.823,5.426,-74.722,-57.625,3.861,-77.16,-58.278,4.623,-80.902,-66.118,5.522,-109.843,-70.257,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-59.513,9.644,-64.168,-44.509,23.796,-39.931,-17.128,16.909,-36.622,11.831,16.001,-37.047,37.776,24.154,-38.614,57.49,13.987,-63.601,NaN,NaN,NaN,-50.713,-5.259,-59.842,-16.222,-9.971,-49.742,15.23,-9.037,-50.244,48.73,-5.137,-59.712,NaN,NaN,NaN,-6.071,-15.821,-29.219,5.706,-16.502,-25.993,-19.207,-43.92,-27.667,-2.747,-45.442,-8.701,16.117,-46.876,-25.536,-21.511,-86.962,-57.627,-2.768,-70.347,-29.774,21.325,-87.568,-57.321,-2.835,-74.364,-31.474,0.054,-103.789,-47.012,0.764,-113.172,-57.677,1.664,-138.057,-67.754,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-65.274,-21.497,-92.401,-47.365,-8.826,-65.11,-16.895,-16.755,-58.748,2.198,-18.272,-56.515,31.592,-10.297,-61.029,49.791,-21.048,-82.766,NaN,NaN,NaN,-53.078,-27.44,-74.301,-20.205,-26.41,-70.009,7.078,-26.485,-70.603,40.038,-26.619,-78.357,NaN,NaN,NaN,-15.33,-32.443,-52.711,-3.482,-32.184,-49.45,-21.417,-65.84,-57.119,-8.626,-59.938,-33.202,10.368,-61.338,-66.535,-22.262,-102.301,-67.188,-0.591,-89.519,-55.424,18.639,-97.858,-73.785,-3.859,-97.101,-62.954,-3.833,-99.908,-58.62,-3.066,-107.956,-60.563,0.339,-141.752,-79.824,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-76.361,-22.511,-109.12,-63.326,-10.519,-85.25,-34.885,-16.705,-76.639,-15.568,-16.506,-71.166,13.267,-7.846,-71.372,35.402,-17.056,-93.863,NaN,NaN,NaN,-68.7,-27.169,-98.42,-35.922,-25.162,-89.605,-7.538,-24.07,-85.729,26.276,-20.988,-86.67,NaN,NaN,NaN,-32.193,-32.65,-69.681,-22.482,-30.869,-64.951,-35.907,-64.464,-65.03,-24.526,-62.945,-50.106,-5.812,-57.197,-69.586,-37.14,-99.916,-91.128,-11.914,-82.55,-73.662,10.499,-88.315,-92.224,-13.476,-89.087,-76.35,-13.381,-112.86,-82.806,-12.532,-124.947,-82.928,-10.314,-148.573,-101.705,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-64.735,-25.306,-110.704,-43.56,-9.897,-83.019,-13.781,-16.135,-79.184,4.883,-16.351,-79.714,32.84,-5.851,-88.291,49.293,-17.674,-115.378,NaN,NaN,NaN,-53.869,-30.818,-100.832,-19.389,-29.638,-95.072,8.164,-30.455,-97.069,41.825,-28.194,-108.986,NaN,NaN,NaN,-12.69,-37.023,-76.766,-0.743,-36.164,-75.628,-20.561,-67.216,-80.158,-5.289,-65.067,-58.095,11.428,-68.617,-95.426,-27.355,-109.046,-102.279,-3.603,-93.46,-81.385,18.356,-105.272,-107.136,-4.369,-99.699,-87.526,-4.378,-124.719,-96.311,-4.283,-135.503,-97.837,-2.637,-155.926,-116.604,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-84.207,-3.872,-150.48,-69.566,14.767,-123.324,-37.285,10.756,-115.16,-19.085,12.634,-112.948,11.364,24.068,-118.757,29.445,8.514,-138.336,NaN,NaN,NaN,-76.019,-6.933,-137.908,-40.749,-0.899,-126.708,-11.885,0.951,-127.018,23.576,1.75,-134.998,NaN,NaN,NaN,-34.447,-4.598,-101.451,-24.635,-2.914,-99.888,-40.019,-39.206,-107.984,-29.763,-27.512,-81.803,-8.105,-32.405,-101.588,-50.644,-67.17,-129.43,-19.639,-56.996,-103.902,14.32,-60.437,-130.627,-18.847,-61.132,-105.439,-18.63,-80.856,-110.309,-17.681,-89.734,-108.964,-14.319,-120.733,-115.932,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-61.226,-16.977,-89.905,-41.722,-3.693,-63.855,-15.424,-6.213,-58.344,3.749,-7.63,-57.267,35.567,-4.433,-65.097,54.11,-20.334,-94.895,NaN,NaN,NaN,-50.053,-23.22,-76.374,-19.541,-20.558,-73.137,9.43,-23.098,-75.037,42.568,-23.252,-84.84,NaN,NaN,NaN,-14.498,-27.541,-60.447,-3.505,-27.976,-48.998,-20.763,-65.168,-64.939,-10.241,-55.887,-35.269,7.161,-63.918,-57.85,-31.844,-92.219,-73.796,-6.925,-86.065,-55.265,24.28,-91.333,-77.252,-5.416,-93.454,-60.185,-4.633,-95.933,-61.571,-5.438,-107.884,-63.046,-5.506,-143.317,-88.926,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-74.923,-3.376,-139.37,-58.234,19.223,-116.055,-27.063,9.518,-109.076,-8.105,10.477,-108.978,22.284,26.834,-117.887,39.054,9.487,-141.363,NaN,NaN,NaN,-66.08,-4.731,-127.969,-29.557,-2.922,-120.29,-2.314,-2.102,-122.244,31.405,-0.389,-133.487,NaN,NaN,NaN,-22.635,-8.291,-96.644,-13.585,-7.409,-94.374,-28.16,-42.751,-102.671,-15.615,-30.328,-77.462,0.3,-38.549,-102.444,-32.369,-79.732,-108.192,-12.62,-65.064,-91.809,9.404,-77.41,-110.488,-12.889,-73.48,-99.517,-10.919,-88.129,-99.926,-10.799,-99.329,-100.192,-10.729,-125.441,-116.224,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-86.947,10.863,-72.001,-66.052,14.327,-47.94,-39.796,12.556,-43.146,-14.264,12.784,-43.903,7.115,12.717,-44.81,28.723,7.235,-64.87,NaN,NaN,NaN,-72.898,4.63,-64.115,-44.387,1.727,-61.348,-9.421,1.519,-58.735,21.655,0.015,-69.447,NaN,NaN,NaN,-31.857,-3.852,-41.708,-19.357,-4.547,-40.594,-46.098,-36.186,-43.436,-27.49,-33.09,-20.721,-8.313,-38.294,-40.519,-51.226,-66.648,-58.336,-27.951,-63.878,-46.962,-6.587,-68.318,-60.012,-27.977,-67.316,-53.128,-27.974,-68.106,-53.207,-27.936,-70.429,-52.185,-29.491,-107.652,-61.865,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-83.617,11.876,-80.805,-65.191,19.265,-61.698,-40.722,16.227,-59.762,-7.28,13.72,-63.974,18.909,17.744,-67.087,34.497,9.852,-91.023,NaN,NaN,NaN,-72.37,3.223,-79.996,-40.994,1.624,-79.22,-6.571,4.081,-76.211,23.94,1.707,-89.15,NaN,NaN,NaN,-30.101,-5.306,-57.622,-14.404,-6.253,-60.178,-42.677,-33.864,-56.727,-24.193,-33.98,-37.47,-3.826,-35.768,-70.734,-48.75,-64.382,-78.88,-23.606,-57.992,-63.193,-0.764,-66.169,-85.507,-24.548,-61.468,-70.183,-24.592,-63.302,-73.766,-24.52,-70.247,-69.193,-24.43,-104.171,-73.537,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-94.368,18.433,-123.343,-76.795,30.54,-101.01,-46.492,30.561,-96.823,-21.382,33.046,-96.484,5.363,29.095,-104.368,22.801,19.41,-126.375,NaN,NaN,NaN,-81.649,9.262,-119.025,-51.09,11.022,-114.462,-15.782,11.174,-115.954,12.959,8.607,-125.02,NaN,NaN,NaN,-39.097,7.182,-97.324,-24.549,7.099,-101.914,-51.336,-31.166,-96.479,-34.489,-23.13,-73.57,-13.749,-29.734,-103.718,-59.491,-60.962,-125.119,-32.5,-53.144,-97.951,-10.767,-60.102,-124.752,-31.763,-56.81,-107.811,-33.624,-67.818,-114.566,-33.648,-73.508,-112.941,-34.394,-101.881,-118.864,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-81.252,20.238,-94.704,-65.77,32.137,-72.664,-42.371,30.705,-65.246,-4.95,32.973,-65.267,19.569,36.41,-68.177,37.685,28.659,-88.209,NaN,NaN,NaN,-69.589,13.015,-89.463,-37.182,15.378,-79.501,-3.242,18.674,-78.098,27.883,18.987,-83.839,NaN,NaN,NaN,-27.001,13.153,-61.356,-14.347,12.319,-62.088,-39.643,-20.972,-60.107,-23.411,-18.079,-39.2,0.093,-18.783,-66.533,-49.354,-44.558,-94.937,-19.034,-41.063,-67.882,16.152,-40.936,-89.165,-18.294,-43.483,-69.505,-18.332,-52.013,-79.324,-18.299,-59.087,-75.665,-17.191,-91.132,-74.026,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-71.238,27.624,-93.964,-50.403,33.769,-74.157,-25.509,36.332,-69.661,4.095,33.985,-73.088,32.107,28.518,-82.202,45.779,16.561,-103.157,NaN,NaN,NaN,-61.478,16.177,-93.111,-30.528,16.277,-88.349,3.997,13.961,-89.347,32.46,12.505,-95.954,NaN,NaN,NaN,-18.982,13.116,-70.858,-6.193,12.388,-69.53,-33.232,-17.86,-63.502,-14.596,-12.756,-45.33,4.356,-21.931,-66.219,-46.185,-49.936,-82.148,-14.759,-45.023,-66.635,11.566,-50.835,-90.498,-14.82,-48.226,-68.403,-14.87,-49.87,-70.487,-14.869,-53.079,-70.797,-17.736,-87.213,-75.267,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-77.87,27.995,-81.388,-61.995,39.873,-63.474,-35.569,39.139,-56.608,-0.791,40.566,-57.516,27.021,43.252,-67.092,41.941,31.545,-86.24,NaN,NaN,NaN,-63.258,14.33,-79.744,-34.242,15.229,-73.397,-0.564,16.868,-73.329,29.664,19.568,-82.011,NaN,NaN,NaN,-22.013,12.912,-54.763,-9.586,12.941,-54.791,-33.638,-19.509,-50.981,-15.307,-14.347,-29.854,5.93,-17.369,-64.863,-36.367,-57.885,-75.763,-12.887,-45.738,-53.045,10.803,-54.265,-74.211,-12.129,-48.932,-55.238,-12.432,-58.796,-68.154,-12.277,-65.87,-63.923,-10.578,-96.61,-69.367,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-67.4,9.092,-19.264,-48.807,7.683,-0.111,-26.624,4.784,0.873,3.794,4.888,-1.07,26.791,8.714,-4.802,44.995,5.474,-23.112,NaN,NaN,NaN,-60.124,-3.952,-14.729,-31.516,-3.852,-12.425,5.394,-6.087,-12.181,35.571,-4.381,-19.81,NaN,NaN,NaN,-18.915,-15.091,6.957,-5.124,-15.78,10.13,-30.996,-44.302,-1.879,-11.881,-48.589,23.069,4.021,-44.222,-4.624,-37.356,-76.305,-9.805,-14.273,-73.188,2.068,11.061,-76.893,-14.074,-13.474,-76.284,1.158,-13.437,-78.064,-5.366,-13.374,-85.015,-5.649,-12.461,-116.03,-8.517,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-61.502,12.927,-30.176,-40.931,17.44,-19.51,-17.674,13.689,-14.968,14.389,16.971,-14.875,38.736,19.326,-28.715,57.029,10.797,-56.751,NaN,NaN,NaN,-51.952,2.645,-24.341,-22.478,2.01,-27.71,12.542,-0.99,-33.042,43.985,0.717,-40.274,NaN,NaN,NaN,-11.657,-7.025,-8.379,2.371,-7.306,-21.804,-25.905,-35.508,-7.912,-5.041,-42.512,6.956,13.484,-36.581,-22.718,-32.499,-68.932,-29.557,-6.692,-57.517,-16.51,15.803,-70.549,-31.376,-8.233,-60.617,-16.424,-8.444,-73.984,-37.085,-8.042,-80.042,-20.146,-7.925,-113.884,-26.192,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-94.148,33.293,-109.083,-76.02,41.089,-91.081,-52.534,45.049,-85.687,-17.804,45.89,-85.143,5.461,38.835,-91.69,23.757,30.877,-110.298,NaN,NaN,NaN,-83.849,24.065,-102.525,-51.11,23.39,-99.28,-15.375,22.534,-98.996,13.925,21.934,-105.624,NaN,NaN,NaN,-41.816,15.097,-81.204,-26.999,14.45,-72.268,-52.925,-14.427,-80.725,-33.857,-18.01,-59.16,-16.705,-14.961,-74.611,-61.458,-45.707,-98.035,-34.928,-41.905,-80.68,-9.349,-45.787,-99.205,-36.649,-45.29,-83.779,-35.132,-52.779,-88.086,-34.258,-60.073,-87.548,-34.154,-95.707,-89.009,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-75.734,19.39,-36.47,-59.443,28.329,-19.875,-31.443,24.679,-16.041,0.858,23.847,-15.786,26.319,27.164,-18.89,44.755,18.89,-37.765,NaN,NaN,NaN,-68.238,11.598,-30.477,-33.808,10.72,-24.771,1.757,10.049,-24.08,36.079,11.032,-33.104,NaN,NaN,NaN,-21.959,3.351,-1.511,-8.247,4.164,-0.722,-37.218,-23.698,-7.915,-16.111,-27.854,14.783,5.884,-22.906,-10.168,-53.396,-49.245,-29.877,-17.284,-46.037,-10.098,18.453,-51.616,-33.905,-17.301,-49.284,-12.454,-16.407,-63.462,-16.187,-16.351,-67.928,-14.447,-16.897,-103.987,-10.697,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-78.751,8.347,-26.416,-60.999,15.269,-10.772,-35.53,16.889,-7.008,-4.233,18.466,-7.546,19.552,15.678,-13.478,39.654,4.849,-37.025,NaN,NaN,NaN,-68.544,-0.96,-20.435,-40.517,-3.325,-20.908,-3.373,-3.243,-20.65,27.93,-3.08,-32.288,NaN,NaN,NaN,-27.672,-8.27,-3.002,-14.907,-8.214,-4.088,-40.541,-41.342,-2.613,-21.996,-46.677,16.103,-2.954,-41.69,1.68,-47.257,-70.508,-17.451,-23.051,-67.492,-5.106,3.082,-70.609,-21.809,-23.018,-69.928,-7.62,-22.991,-71.455,-7.888,-22.894,-76.115,-9.723,-21.249,-114.398,-16.013,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-66.594,14.571,-49.029,-51.132,26.019,-29.488,-21.967,16.788,-27.829,11.165,14.549,-28.666,40.347,19.416,-38.385,55.267,5.271,-59.87,NaN,NaN,NaN,-54.552,4.285,-44.501,-24.539,-1.195,-40.532,11.601,-4.165,-42.927,43.333,-3.498,-53.625,NaN,NaN,NaN,-12.793,-10.314,-21.415,1.278,-10.367,-25.235,-24.814,-41.978,-17.762,-6.93,-47.569,-4.358,9.357,-43.67,-23.613,-34.491,-75.085,-41.377,-10.789,-69.511,-25.918,12.597,-76.693,-46.951,-10.95,-73.079,-34.74,-11.577,-81.495,-32.674,-12.274,-88.649,-36.546,-12.929,-121.291,-40.484,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-55.17,-11.395,-42.599,-35.721,0.404,-16.027,-7.346,-6.413,-13.348,19.09,-6.196,-15.761,48.558,3.636,-19.993,65.065,-8.926,-42.412,NaN,NaN,NaN,-46.521,-17.623,-35.797,-9.675,-15.03,-24.876,21.589,-13.397,-25.374,56.089,-13.544,-34.337,NaN,NaN,NaN,1.515,-22.399,-10.141,11.42,-21.545,-9.39,-9.387,-54.03,-8.979,6.877,-60.32,5.117,25.411,-50.725,-8.903,-15.278,-85.838,-26.507,8.54,-76.244,-12.269,32.802,-83.461,-27.828,9.279,-80.315,-14.579,9.318,-82.591,-13.917,8.64,-84.734,-10.829,9.777,-128.49,-25.869,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-68.69,-16.489,-52.356,-53.54,-5.899,-26.625,-25.567,-15.711,-22.666,1.588,-14.25,-21.382,23.979,-2.275,-16.925,48.722,-10.403,-39.048,NaN,NaN,NaN,-58.541,-25.432,-35.77,-25.694,-22.971,-32.507,5.435,-18.837,-28.888,42.391,-18.235,-35.697,NaN,NaN,NaN,-16.178,-31.101,-17.212,-6.074,-30.242,-15.922,-24.365,-64.573,-16.307,-8.92,-67.525,-3.015,8.821,-58.945,-15.551,-27.804,-92.973,-39.92,-5.798,-84.055,-22.961,18.497,-86.449,-36.456,-4.99,-87.138,-23.035,-4.899,-90.5,-27.148,-4.895,-95.445,-19.581,-3.059,-138.135,-37.855,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-54.929,11.926,-36.567,-44.182,31.108,-20.438,-9.399,20.346,-11.316,19.039,19.028,-15.091,50.314,26.708,-22.339,64.268,11.89,-39.889,NaN,NaN,NaN,-46.766,0.059,-32.721,-12.456,-2.06,-24.443,20.255,-3.446,-24.172,55.724,-5.177,-37.913,NaN,NaN,NaN,0.747,-7.342,-10.697,9.226,-7.241,-7.692,-13.59,-44.027,-5.305,4.03,-38.878,13.033,23.167,-42.26,-1.778,-20.577,-80.83,-29.263,4.901,-73.072,-4.753,29.271,-78.919,-36.169,4.944,-75.433,-6.887,2.85,-94.072,-42.533,2.078,-99.942,-13.65,0.04,-136.281,-32.103,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-63.962,11.141,-48.857,-47.028,26.553,-29.064,-13.948,21.242,-24.27,16.801,21.305,-25.54,44.335,24.603,-34.364,59.358,10.488,-54.159,NaN,NaN,NaN,-50.012,2.399,-36.041,-16.401,4.131,-33.182,14.84,4.115,-36.096,48.721,2.743,-40.802,NaN,NaN,NaN,-5.493,-4.463,-17.539,6.983,-4.363,-16.258,-16.026,-34.969,-9.794,0.337,-32.357,3.598,19.351,-32.649,-12.362,-34.469,-60.496,-42.125,-0.488,-59.335,-16.822,31.697,-60.365,-46.487,-0.374,-61.87,-19.76,-0.741,-73.72,-29.323,-0.49,-78.1,-22.082,-2.508,-118.937,-27.007,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-59.964,6.323,-54.052,-42.082,21.942,-34.244,-9.081,18.198,-27.15,12.423,19.719,-28.468,40.692,19.922,-33.767,58.02,8.929,-53.33,NaN,NaN,NaN,-47.567,-2.3,-40.295,-13.906,0.253,-38.263,17.575,-1.337,-39.198,51.685,-2.845,-50.165,NaN,NaN,NaN,-3.637,-4.504,-23.909,8.089,-5.146,-22.315,-14.318,-39.885,-16.983,2.16,-36.943,0.208,18.15,-36.531,-13.51,-22.781,-73.085,-30.045,3.598,-64.506,-14.795,26.377,-73.254,-33.991,2.853,-68.563,-17.656,2.846,-70.915,-18.316,2.856,-74.465,-15.354,0.873,-111.717,-24.791,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-65.089,1.994,-40.786,-46.226,17.364,-14.476,-12.394,10.551,-10.521,13.633,12.315,-12.546,43.371,20.763,-20.384,57.984,9.816,-39.387,NaN,NaN,NaN,-52.072,-5.927,-29.954,-16.38,-7.233,-22.582,15.606,-5.562,-24.62,50.125,-4.868,-35.072,NaN,NaN,NaN,-3.797,-12.379,-6.878,6.21,-11.576,-8.019,-13.462,-48.139,0.417,2.491,-46.147,13.567,18.566,-46.647,-2.85,-25.952,-77.862,-22.664,4.158,-73.631,-7.231,29.229,-76.399,-37.069,4.214,-76.867,-10.738,3.464,-89.82,-17.657,3.562,-95.809,-13.649,1.575,-134.343,-30.438,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-45.269,28.322,85.237,-24.546,37.406,110.4,3.806,26.127,117.941,29.315,24.85,117.331,57.127,34.89,110.119,73.736,25.764,87.142,NaN,NaN,NaN,-29.044,19.814,93.547,0.302,16.965,100.007,30.284,16.367,97.993,60.431,16.393,94.996,NaN,NaN,NaN,8.197,8.493,119.833,23.606,8.003,124.482,-5.081,-24.264,104.293,14.029,-29.621,137.394,32.214,-23.745,119.183,-12.21,-55.004,104.507,14.035,-48.709,116.663,34.256,-54.164,101.954,13.426,-55.166,114.427,13.434,-57.92,115.284,12.761,-65.512,108.668,14.598,-95.114,90.43,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-35.978,18.769,41.783,-21.815,26.203,55.899,4.14,13.69,62.425,33.37,13.824,60.644,59.899,22.804,58.524,73.833,15.922,44.55,NaN,NaN,NaN,-25.494,12.789,45.299,3.312,6.971,47.723,32.122,6.443,50.143,64.225,7.816,43.168,NaN,NaN,NaN,9.159,-0.813,67.96,25.966,-1.518,70.191,-1.57,-24.374,67.356,17.446,-33.209,82.356,39.024,-26.196,50.397,-10.52,-61.565,43.059,17.45,-53.787,59.706,44.534,-63.642,39.324,18.931,-59.07,58.147,18.203,-62.02,58.013,17.531,-70.076,58.855,16.535,-103.895,32.581,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-83.679,56.557,57.129,-70.588,69.372,70.61,-36.501,61.102,80.147,-14.251,61.154,78.714,12.361,72.609,69.115,28.889,62.826,53.395,NaN,NaN,NaN,-69.538,49.101,60.546,-41.388,48.369,63.176,-12.153,50.679,64.654,19.264,53.878,55.706,NaN,NaN,NaN,-30.534,43.051,85.842,-16.005,42.835,91.015,-39.008,8.941,87.526,-19.35,14.225,109.144,-3.316,9.215,75.804,-44.905,-30.013,77.819,-20.889,-19.0,94.344,5.042,-30.32,70.367,-20.274,-24.948,83.326,-19.434,-34.982,86.867,-19.492,-44.236,88.849,-19.643,-76.927,72.575,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-72.87,38.67,67.817,-52.789,48.822,82.789,-23.673,40.094,83.396,-0.596,40.96,80.646,24.638,46.97,68.731,37.741,36.986,50.509,NaN,NaN,NaN,-61.877,32.207,68.346,-30.553,29.275,68.64,-0.596,29.483,61.398,28.853,28.816,52.627,NaN,NaN,NaN,-17.638,22.829,88.438,-4.08,22.909,87.88,-32.09,-7.679,87.163,-8.77,-13.561,104.396,6.795,-6.895,65.669,-53.202,-26.894,62.35,-15.564,-30.197,78.726,14.282,-30.3,47.83,-16.353,-35.357,75.882,-17.361,-47.158,49.955,-17.018,-55.347,69.055,-19.445,-91.956,55.495,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-52.918,19.423,64.87,-36.399,29.425,83.226,-9.508,29.55,89.43,11.949,32.436,91.926,33.476,36.792,84.585,53.53,34.198,70.825,NaN,NaN,NaN,-41.6,13.548,73.402,-11.35,16.557,73.147,15.574,18.882,74.194,47.199,22.553,66.37,NaN,NaN,NaN,-3.787,12.319,94.187,9.79,13.74,96.267,-9.998,-22.921,95.019,5.176,-20.215,115.781,24.57,-21.07,77.978,-18.869,-56.527,81.141,7.996,-46.519,96.954,35.526,-51.413,81.817,10.134,-50.047,97.096,9.408,-52.833,97.515,11.584,-63.057,92.414,13.392,-97.919,68.518,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-63.301,42.562,56.532,-50.301,59.868,72.313,-16.615,49.475,82.263,10.982,48.19,80.589,37.841,60.088,69.393,55.32,46.654,52.171,NaN,NaN,NaN,-46.706,34.547,62.779,-18.205,32.984,66.997,10.34,34.572,68.336,44.25,36.984,55.235,NaN,NaN,NaN,-7.588,30.029,90.992,6.72,29.297,94.389,-17.631,-4.588,92.865,0.491,-0.14,114.866,16.842,-2.874,93.041,-27.112,-43.897,78.679,-0.861,-28.665,97.967,22.99,-43.904,74.584,-0.831,-35.922,96.71,-1.692,-50.79,84.381,-1.549,-59.927,90.064,-1.561,-93.936,69.919,NaN,NaN,NaN,NaN,NaN,NaN
